"lat" "long" "freq" "location"
"5355" 59.71138 10.5226 1 2262
"4681" 59.44803 10.46236 1 1891
"3889" 59.16012 10.32181 1 1222
"5475" 59.77559 10.73202 1 2361
"3788" 59.14517 10.32242 1 1130
"2810" 59.01767 10.10251 1 258
"4456" 59.30465 10.52064 1 1713
"5148" 59.65236 10.42872 1 2160
"4493" 59.31886 10.65547 1 1746
"5706" 59.8744 10.56114 1 2502
"3979" 59.17357 10.46388 1 1301
"4766" 59.48252 10.68904 1 1935
"3258" 59.07854 10.4591 1 672
"5456" 59.7596 10.72736 1 2345
"2913" 59.0349 11.09034 1 356
"3851" 59.15439 11.13419 1 1187
"4406" 59.27057 10.42919 1 1672
"5419" 59.73866 10.2861 1 2314
"3448" 59.10243 9.651047 1 846
"5553" 59.82114 10.75311 1 2392
"4941" 59.5551 10.41976 1 2067
"2914" 59.03492 9.71518 1 357
"2981" 59.04493 10.16377 1 417
"4502" 59.32103 10.52381 1 1754
"3559" 59.11449 10.45427 1 942
"4890" 59.53187 10.35064 1 2024
"4262" 59.22566 10.46376 1 1548
"5373" 59.7183 10.56962 1 2279
"5441" 59.74776 10.72758 1 2333
"3356" 59.09132 10.93877 1 762
"2320" 58.8962 9.640319 1 10
"3819" 59.1486 11.15604 1 1158
"3876" 59.15776 11.01868 1 1211
"2927" 59.03725 10.04527 1 368
"4957" 59.5615 10.39706 1 2078
"4887" 59.5311 10.36706 1 2021
"4314" 59.24146 10.44616 1 1592
"2867" 59.02774 10.11473 1 311
"2576" 58.97117 9.93232 1 68
"5472" 59.77134 10.5019 1 2359
"4138" 59.20041 10.94414 1 1443
"5302" 59.69605 10.29951 1 2229
"2695" 58.99564 9.754209 1 156
"4920" 59.54495 10.65702 1 2050
"2928" 59.03738 10.96529 1 369
"3218" 59.07378 9.629383 1 635
"4731" 59.46708 10.67827 1 1917
"3362" 59.092 10.44344 1 768
"3583" 59.1178 10.90879 1 963
"5068" 59.61937 10.40912 1 2136
"3492" 59.10726 9.701651 1 885
"2666" 58.98962 9.845105 1 130
"4879" 59.52932 10.66193 1 2014
"4655" 59.44035 10.44346 1 1869
"5192" 59.66835 10.59656 1 2175
"2941" 59.03912 11.05538 1 380
"3638" 59.12372 9.631087 1 1006
"4852" 59.52104 10.43452 1 1990
"4104" 59.19458 10.77865 1 1411
"3513" 59.10962 10.37942 1 901
"4512" 59.32479 10.71093 1 1764
"3773" 59.1425 10.28728 1 1117
"4970" 59.56514 10.25148 1 2087
"3667" 59.12679 10.43014 1 1024
"3869" 59.157 10.42892 1 1205
"3803" 59.14692 10.35477 1 1145
"3038" 59.0516 10.98879 1 470
"4090" 59.19179 11.15397 1 1399
"4862" 59.52429 10.33653 1 1999
"3053" 59.05365 10.2805 1 483
"3373" 59.09302 10.9995 1 778
"4142" 59.20129 10.3666 1 1445
"3463" 59.10424 11.20493 1 859
"4449" 59.29986 10.67518 1 1706
"4615" 59.42195 10.61673 1 1837
"4725" 59.4657 10.63466 1 1915
"3415" 59.09852 10.25379 1 816
"3213" 59.07314 10.95395 1 630
"3086" 59.05756 9.660417 1 511
"4660" 59.44138 10.61084 1 1873
"2889" 59.03029 10.21198 1 333
"5567" 59.82663 10.62898 1 2396
"2728" 59.00364 9.749448 1 186
"4032" 59.18254 10.99216 1 1348
"3752" 59.13913 10.91294 1 1098
"2911" 59.03414 10.15973 1 354
"3156" 59.06685 10.5183 1 577
"3010" 59.04817 9.669301 1 443
"5754" 59.88594 10.72186 1 2539
"4531" 59.33434 10.48696 1 1776
"3097" 59.05966 10.25966 1 522
"2594" 58.97361 10.13806 1 84
"4310" 59.24013 10.76551 1 1588
"4463" 59.30692 10.66844 1 1718
"2962" 59.04324 10.93721 1 399
"2961" 59.04284 11.11134 1 398
"4473" 59.31264 10.71804 1 1728
"4115" 59.19625 10.34288 1 1422
"3041" 59.05205 9.724296 1 473
"5755" 59.88597 10.74643 1 2540
"3828" 59.15059 11.1904 1 1167
"2830" 59.02165 10.02589 1 276
"5230" 59.6771 10.37487 1 2188
"4264" 59.22567 10.74392 1 1550
"5273" 59.68974 10.60761 1 2214
"3820" 59.14903 10.3357 1 1159
"3331" 59.08821 9.69871 1 740
"5245" 59.68258 10.41698 1 2198
"4700" 59.45634 10.67233 1 1906
"2500" 58.9473 9.632076 1 26
"4945" 59.55614 10.59224 1 2071
"4511" 59.32397 10.68068 1 1763
"4739" 59.47009 10.35744 1 1919
"3729" 59.13523 10.35913 1 1077
"4833" 59.51235 10.64837 1 1976
"3232" 59.07542 10.22715 1 648
"5034" 59.60395 10.41289 1 2118
"5275" 59.69044 10.5249 1 2216
"5021" 59.59493 10.61755 1 2112
"4382" 59.26336 10.49094 1 1651
"3020" 59.04973 10.02917 1 452
"2789" 59.01387 9.769501 1 238
"5097" 59.63538 10.4024 1 2149
"4148" 59.20223 10.56466 1 1451
"4102" 59.1944 10.79909 1 1410
"5604" 59.84144 10.69413 1 2420
"4908" 59.53817 10.3202 1 2040
"3835" 59.15139 11.20511 1 1173
"4464" 59.30844 10.75979 1 1719
"4470" 59.31113 10.69473 1 1725
"3108" 59.06081 9.640182 1 532
"2511" 58.95034 9.609205 1 28
"3844" 59.15322 10.82499 1 1180
"2737" 59.00558 11.08624 1 192
"3230" 59.07498 9.647461 1 646
"3659" 59.12635 9.616283 1 1017
"3553" 59.11356 11.13855 1 938
"5513" 59.80204 10.73508 1 2375
"3005" 59.04735 9.748666 1 438
"4630" 59.42977 10.45915 1 1849
"2581" 58.97186 9.692676 1 73
"3241" 59.07636 10.87398 1 656
"4341" 59.24933 10.47431 1 1617
"5793" 59.89444 10.67497 1 2573
"3427" 59.1 10.4442 1 826
"4477" 59.31453 10.78888 1 1732
"5474" 59.77523 10.71425 1 2360
"4372" 59.26047 10.73053 1 1643
"3999" 59.1767 11.15643 1 1318
"2792" 59.01437 10.13197 1 241
"4562" 59.36678 10.53416 1 1799
"5587" 59.83298 10.77247 1 2408
"2808" 59.01748 11.02837 1 256
"3073" 59.05598 10.44229 1 500
"4564" 59.37133 10.46169 1 1801
"2560" 58.96822 9.663475 1 56
"5502" 59.79324 10.70453 1 2368
"4166" 59.20601 10.47592 1 1468
"3459" 59.10398 11.12196 1 857
"3248" 59.07754 10.93507 1 662
"3027" 59.05038 9.694547 1 459
"5082" 59.62793 10.64428 1 2142
"4302" 59.23754 10.45922 1 1581
"3612" 59.12078 10.36467 1 985
"4563" 59.36687 10.66109 1 1800
"3713" 59.13239 11.09322 1 1063
"4868" 59.52604 10.49947 1 2005
"4686" 59.44926 10.43286 1 1896
"2714" 59.00036 11.06937 1 174
"3621" 59.12204 10.46679 1 994
"5338" 59.70441 10.59922 1 2250
"5037" 59.60474 10.61377 1 2119
"5688" 59.8693 10.51018 1 2487
"3904" 59.16226 10.41359 1 1236
"4538" 59.33969 10.7301 1 1781
"4043" 59.18396 10.48932 1 1356
"4134" 59.20001 10.78755 1 1439
"5425" 59.74074 10.23498 1 2319
"2989" 59.04563 10.23059 1 425
"3969" 59.17187 10.90383 1 1292
"3899" 59.16155 11.09994 1 1231
"5460" 59.76132 10.71333 1 2349
"4150" 59.20285 11.06612 1 1453
"5607" 59.84205 10.64336 1 2422
"3560" 59.1146 9.632675 1 943
"3985" 59.17393 11.10536 1 1307
"3959" 59.17019 10.3708 1 1283
"2632" 58.9828 10.95019 1 110
"5786" 59.89223 10.73304 1 2566
"5350" 59.70998 10.56378 1 2257
"4892" 59.53219 10.27472 1 2026
"3769" 59.14221 10.44871 1 1113
"5194" 59.66859 10.43792 1 2177
"4329" 59.24618 10.38564 1 1607
"3255" 59.07834 11.0386 1 669
"2552" 58.96567 9.852715 1 50
"2805" 59.01661 11.10353 1 253
"3236" 59.07584 10.29198 1 652
"2658" 58.98849 9.694627 1 124
"4225" 59.21682 10.35166 1 1518
"3481" 59.10565 10.84928 1 875
"5614" 59.84793 10.52669 1 2426
"4621" 59.42559 10.48341 1 1842
"2799" 59.01554 9.746862 1 248
"4966" 59.56396 10.60853 1 2084
"2747" 59.00743 11.048 1 200
"4235" 59.21968 10.70222 1 1528
"4610" 59.41789 10.59089 1 1832
"3894" 59.16064 11.11911 1 1226
"2824" 59.02022 9.840533 1 271
"4167" 59.20606 10.95187 1 1469
"4925" 59.54735 10.56963 1 2054
"4850" 59.52069 10.68227 1 1988
"3064" 59.05542 10.91491 1 494
"4693" 59.45147 10.65605 1 1901
"4567" 59.37302 10.52117 1 1804
"2829" 59.02142 11.0761 1 275
"4062" 59.18756 10.90244 1 1375
"3947" 59.1687 10.84864 1 1272
"4412" 59.27368 10.73687 1 1677
"4534" 59.33652 10.74583 1 1778
"3183" 59.06969 9.744721 1 602
"3091" 59.05832 9.777612 1 516
"3251" 59.07786 10.89233 1 665
"5650" 59.85894 10.49424 1 2455
"5382" 59.72264 10.31267 1 2284
"2872" 59.02844 11.1012 1 316
"4122" 59.1976 10.49619 1 1428
"5262" 59.68552 10.56594 1 2207
"4325" 59.24485 10.70236 1 1603
"2491" 58.93918 9.603655 1 21
"2980" 59.04486 10.06547 1 416
"4427" 59.28074 10.50172 1 1690
"5765" 59.88773 10.70884 1 2547
"4740" 59.4701 10.34412 1 1920
"4458" 59.30503 10.73437 1 1714
"2756" 59.00817 9.852128 1 209
"4851" 59.52098 10.47414 1 1989
"4212" 59.21449 10.92816 1 1507
"3003" 59.04714 9.656397 1 437
"5053" 59.61223 10.43122 1 2128
"3326" 59.0877 11.03981 1 736
"3346" 59.09018 10.41565 1 753
"5684" 59.86857 10.78212 1 2484
"2547" 58.96545 9.688872 1 47
"3208" 59.07285 9.729696 1 626
"4554" 59.35588 10.66584 1 1793
"3149" 59.06591 9.797774 1 571
"3122" 59.06253 10.30245 1 546
"3801" 59.14681 10.957 1 1143
"3578" 59.11715 10.27537 1 958
"5361" 59.71339 10.54912 1 2268
"2612" 58.97813 9.965086 1 96
"3047" 59.05286 9.799158 1 478
"3231" 59.07514 11.08965 1 647
"4003" 59.17753 10.8682 1 1321
"4055" 59.18624 10.97226 1 1368
"3468" 59.1045 10.93161 1 864
"4451" 59.30231 10.76437 1 1708
"5293" 59.69323 10.39474 1 2226
"4067" 59.18833 10.52377 1 1379
"5371" 59.71728 10.58893 1 2278
"4068" 59.18838 11.07701 1 1380
"3388" 59.09503 11.21257 1 791
"4582" 59.38582 10.51933 1 1815
"4276" 59.23042 10.76283 1 1559
"2553" 58.96627 9.901353 1 51
"4369" 59.25976 10.78357 1 1640
"3864" 59.15631 10.91089 1 1200
"4654" 59.43986 10.66141 1 1868
"5150" 59.65462 10.63205 1 2162
"3753" 59.13914 10.32718 1 1099
"5344" 59.70588 10.55295 1 2252
"2365" 58.90323 9.641557 1 15
"3526" 59.11049 11.21025 1 913
"4434" 59.28764 10.74094 1 1695
"4184" 59.21009 10.7954 1 1483
"2820" 59.01972 10.08391 1 267
"3569" 59.11644 10.8755 1 951
"2767" 59.00949 10.0382 1 217
"4076" 59.19003 11.16601 1 1387
"2852" 59.02523 11.01778 1 297
"2950" 59.04043 10.13215 1 389
"3285" 59.08286 9.62574 1 698
"5778" 59.89068 10.52821 1 2558
"4881" 59.53028 10.52468 1 2016
"5732" 59.88075 10.56256 1 2522
"4352" 59.25238 10.77874 1 1624
"4404" 59.2701 10.37724 1 1670
"2693" 58.99527 9.814407 1 154
"4030" 59.18207 11.00472 1 1346
"3393" 59.09612 10.24018 1 796
"2689" 58.9942 10.04049 1 150
"2711" 58.9998 9.805858 1 171
"5252" 59.68423 10.61373 1 2202
"5602" 59.84113 10.48164 1 2418
"2890" 59.03037 10.94449 1 334
"2778" 59.01163 11.05738 1 228
"3699" 59.13059 11.10982 1 1050
"2575" 58.97101 9.824124 1 67
"4847" 59.52028 10.28936 1 1985
"5314" 59.69878 10.55519 1 2238
"2609" 58.97746 9.832844 1 94
"5645" 59.85746 10.56595 1 2450
"4519" 59.32821 10.66865 1 1769
"3696" 59.12993 9.633141 1 1048
"4105" 59.19467 10.51821 1 1412
"3421" 59.09925 10.22838 1 821
"3672" 59.12726 10.38042 1 1029
"5400" 59.73054 10.24405 1 2298
"3653" 59.1254 10.93181 1 1014
"4272" 59.22855 10.70354 1 1556
"2561" 58.96827 9.889975 1 57
"5824" 59.90926 10.72224 1 2597
"3123" 59.06256 10.98011 1 547
"4124" 59.19784 10.45878 1 1430
"5093" 59.63372 10.43101 1 2146
"5241" 59.68184 10.62566 1 2196
"5731" 59.88055 10.60066 1 2521
"3950" 59.1691 10.34763 1 1275
"5328" 59.70209 10.52852 1 2245
"2698" 58.99706 9.741104 1 159
"4224" 59.21665 10.52704 1 1517
"3790" 59.14531 11.10834 1 1132
"3873" 59.1575 10.37432 1 1208
"5175" 59.66298 10.3802 1 2169
"5750" 59.88503 10.61422 1 2536
"3408" 59.09758 10.39344 1 810
"3135" 59.06402 10.44337 1 557
"4442" 59.29281 10.50263 1 1700
"3806" 59.14715 10.49718 1 1148
"5677" 59.86673 10.75638 1 2479
"3158" 59.06703 10.42068 1 579
"3631" 59.1226 10.23237 1 1000
"5779" 59.8909 10.61113 1 2559
"4244" 59.22193 10.78103 1 1534
"5830" 59.91316 10.70063 1 2599
"4430" 59.28309 10.74889 1 1692
"4290" 59.23363 10.74171 1 1571
"3222" 59.07415 10.86188 1 638
"2483" 58.9359 9.617601 1 19
"3452" 59.10279 10.77857 1 850
"3770" 59.14222 11.13149 1 1114
"3928" 59.16616 10.8314 1 1256
"4804" 59.49597 10.65181 1 1954
"3784" 59.14475 10.36563 1 1126
"4515" 59.32543 10.50659 1 1766
"4123" 59.19777 10.90247 1 1429
"4175" 59.20771 10.56002 1 1476
"4037" 59.18313 10.86306 1 1351
"2579" 58.97154 10.00421 1 71
"3981" 59.17365 10.33171 1 1303
"4048" 59.18453 10.87726 1 1361
"3733" 59.13538 11.18056 1 1081
"5546" 59.81778 10.48615 1 2389
"3305" 59.08569 10.96237 1 717
"3315" 59.08636 10.43979 1 726
"5805" 59.89893 10.63431 1 2581
"5761" 59.88703 10.55349 1 2543
"5072" 59.62277 10.44166 1 2138
"3863" 59.15627 11.15731 1 1199
"4033" 59.18259 10.9417 1 1349
"3424" 59.09959 10.41801 1 824
"2564" 58.96888 9.702596 1 59
"5521" 59.80683 10.4945 1 2380
"3085" 59.05749 10.98995 1 510
"3977" 59.17337 10.39822 1 1299
"5244" 59.68253 10.59717 1 2197
"5698" 59.87211 10.54153 1 2496
"5739" 59.88193 10.53698 1 2527
"3371" 59.09277 11.0235 1 776
"5713" 59.87621 10.61407 1 2508
"5571" 59.82708 10.69779 1 2398
"4469" 59.31031 10.68335 1 1724
"5333" 59.70271 10.63306 1 2247
"2877" 59.02883 9.749439 1 321
"4303" 59.2377 10.68617 1 1582
"3743" 59.13688 10.41445 1 1090
"2506" 58.94911 9.621311 1 27
"3937" 59.16698 10.44824 1 1264
"3268" 59.08 10.42921 1 681
"4581" 59.38177 10.47651 1 1814
"3310" 59.08595 9.801132 1 721
"3833" 59.15113 11.04049 1 1171
"3090" 59.05827 10.31016 1 515
"5261" 59.68548 10.35447 1 2206
"3404" 59.09726 10.30913 1 806
"3030" 59.0508 11.06649 1 462
"3963" 59.17132 10.95316 1 1286
"5404" 59.7322 10.5918 1 2301
"3109" 59.06084 10.22514 1 533
"5443" 59.74955 10.51298 1 2335
"3502" 59.10789 11.14064 1 894
"3130" 59.06315 10.99213 1 552
"4250" 59.22336 10.7586 1 1540
"2818" 59.0194 9.766323 1 265
"4880" 59.52999 10.41475 1 2015
"2907" 59.03399 10.22208 1 350
"5813" 59.90155 10.74126 1 2587
"4223" 59.21638 10.54214 1 1516
"3139" 59.06455 10.89149 1 561
"4826" 59.50867 10.63981 1 1972
"5349" 59.70767 10.2744 1 2256
"3124" 59.06263 11.08299 1 548
"4332" 59.24659 10.45095 1 1609
"3145" 59.06561 10.52906 1 567
"2205" 58.87283 9.608336 1 3
"5651" 59.85931 10.54534 1 2456
"2732" 59.0049 9.726021 1 188
"2619" 58.97877 10.03919 1 102
"5527" 59.81054 10.61538 1 2382
"4903" 59.53742 10.38999 1 2036
"3717" 59.1334 11.2204 1 1067
"5636" 59.85497 10.58461 1 2443
"3852" 59.15442 10.32892 1 1188
"4020" 59.18038 10.35031 1 1337
"5055" 59.61301 10.4198 1 2129
"4986" 59.57529 10.39127 1 2097
"4843" 59.51666 10.46477 1 1983
"5770" 59.88837 10.59174 1 2552
"2770" 59.01003 9.744511 1 220
"4874" 59.52729 10.31682 1 2009
"3829" 59.15063 10.90947 1 1168
"5407" 59.73342 10.22231 1 2304
"4841" 59.51632 10.34656 1 1982
"3843" 59.15314 11.0108 1 1179
"5452" 59.75501 10.58318 1 2343
"2702" 58.99807 11.05169 1 162
"4596" 59.40048 10.65032 1 1825
"2752" 59.00787 11.00724 1 205
"3184" 59.0697 10.46314 1 603
"3170" 59.06823 10.21742 1 590
"2902" 59.03321 10.02599 1 345
"2949" 59.04032 9.746599 1 388
"4416" 59.27572 10.38651 1 1681
"3590" 59.11825 10.22431 1 968
"4860" 59.52398 10.45016 1 1998
"3522" 59.11034 10.84345 1 909
"3146" 59.06563 10.28144 1 568
"3471" 59.10482 10.26511 1 866
"2763" 59.00898 10.10448 1 215
"4767" 59.48299 10.639 1 1936
"4674" 59.44621 10.40858 1 1884
"4181" 59.20911 10.46219 1 1481
"4717" 59.46196 10.67407 1 1912
"2871" 59.02822 9.776515 1 315
"4631" 59.42986 10.65746 1 1850
"2896" 59.03194 9.826555 1 339
"3989" 59.17468 10.38426 1 1309
"5674" 59.86575 10.53565 1 2476
"2845" 59.02387 10.0676 1 291
"4006" 59.17816 10.95772 1 1324
"2798" 59.01512 9.790789 1 247
"5809" 59.89971 10.75501 1 2584
"3702" 59.13119 10.44944 1 1053
"3411" 59.09785 10.27293 1 813
"5193" 59.66837 10.62545 1 2176
"3198" 59.07185 10.39404 1 617
"3730" 59.13523 10.43281 1 1078
"2551" 58.96566 9.973061 1 49
"2844" 59.02378 10.19623 1 290
"4392" 59.26537 10.73547 1 1660
"3993" 59.17533 11.18149 1 1313
"4226" 59.21717 10.55392 1 1519
"4472" 59.31163 10.77979 1 1727
"3451" 59.10264 10.9631 1 849
"5406" 59.73306 10.29979 1 2303
"4911" 59.54003 10.31007 1 2043
"3226" 59.07452 11.06221 1 642
"3527" 59.11054 10.42783 1 914
"4274" 59.22959 10.44611 1 1558
"3617" 59.12159 10.85826 1 990
"4497" 59.31982 10.78456 1 1750
"4810" 59.49974 10.30278 1 1960
"3267" 59.0799 10.22006 1 680
"4540" 59.34233 10.66279 1 1783
"3221" 59.07411 10.453 1 637
"4565" 59.37227 10.6622 1 1802
"5635" 59.85476 10.68011 1 2442
"5578" 59.82986 10.50904 1 2403
"3896" 59.161 11.17681 1 1228
"5591" 59.83496 10.50209 1 2410
"2631" 58.98268 9.673557 1 109
"2922" 59.03677 9.807548 1 365
"2862" 59.02677 11.00778 1 306
"3796" 59.14603 11.03523 1 1138
"4304" 59.23794 10.47421 1 1583
"5572" 59.82772 10.48839 1 2399
"5061" 59.61695 10.60946 1 2132
"5720" 59.87722 10.58706 1 2513
"4080" 59.19062 10.94026 1 1390
"2973" 59.04403 11.04826 1 409
"3588" 59.11821 10.44505 1 966
"4019" 59.18019 11.09209 1 1336
"3490" 59.10707 10.86442 1 883
"4475" 59.31298 10.72846 1 1730
"5445" 59.7496 10.25643 1 2337
"3830" 59.15068 11.14649 1 1169
"2635" 58.98411 10.03766 1 112
"2715" 59.00093 10.05007 1 175
"3539" 59.11198 10.8867 1 924
"4010" 59.17901 10.85629 1 1328
"4172" 59.20752 10.90621 1 1474
"3430" 59.10036 10.94794 1 829
"3359" 59.0916 9.710567 1 765
"4981" 59.57044 10.39793 1 2093
"4163" 59.20534 10.79089 1 1465
"3563" 59.11515 10.262 1 946
"3142" 59.06478 10.26246 1 564
"2972" 59.04398 10.88439 1 408
"3464" 59.10436 10.37896 1 860
"3132" 59.06354 10.91213 1 554
"3465" 59.10438 10.9214 1 861
"4263" 59.22566 10.36573 1 1549
"3426" 59.09998 10.49154 1 825
"4676" 59.44675 10.39275 1 1886
"4995" 59.58176 10.65193 1 2101
"3067" 59.05556 10.40611 1 495
"4815" 59.5018 10.37062 1 1963
"2755" 59.00813 10.14928 1 208
"2925" 59.03708 10.15135 1 367
"2895" 59.0315 10.05783 1 338
"4666" 59.44328 10.46664 1 1878
"4942" 59.55536 10.23911 1 2068
"3722" 59.13421 10.30314 1 1071
"4904" 59.53744 10.54995 1 2037
"4506" 59.32265 10.49796 1 1758
"5518" 59.80565 10.70559 1 2378
"3151" 59.06603 9.787656 1 572
"3902" 59.16201 10.97704 1 1234
"3152" 59.06622 10.31107 1 573
"4368" 59.25958 10.3834 1 1639
"5015" 59.59062 10.40583 1 2109
"4196" 59.21249 11.07994 1 1494
"3750" 59.13887 10.93841 1 1096
"2791" 59.01415 10.12144 1 240
"2251" 58.88098 9.607621 1 6
"3515" 59.10977 10.34479 1 903
"5012" 59.58908 10.43544 1 2108
"4675" 59.44644 10.65852 1 1885
"3975" 59.17296 10.80002 1 1297
"3853" 59.15479 11.02809 1 1189
"5693" 59.87069 10.55407 1 2491
"4806" 59.49702 10.68279 1 1956
"4699" 59.45609 10.36129 1 1905
"4357" 59.25557 10.72763 1 1629
"3826" 59.15038 11.10696 1 1165
"3314" 59.0862 10.4678 1 725
"5239" 59.68173 10.5483 1 2194
"2934" 59.03815 10.938 1 374
"2677" 58.99161 11.0444 1 141
"5763" 59.88719 10.63147 1 2545
"3837" 59.15184 10.98501 1 1174
"5356" 59.71141 10.37242 1 2263
"2705" 58.99843 9.848772 1 165
"4950" 59.55868 10.273 1 2073
"4344" 59.24954 10.37152 1 1619
"5700" 59.87261 10.77151 1 2498
"3920" 59.16444 10.37136 1 1249
"4929" 59.54948 10.289 1 2057
"3644" 59.12425 10.31911 1 1008
"2992" 59.04633 9.763457 1 428
"3581" 59.11773 11.12322 1 961
"4791" 59.49094 10.65111 1 1949
"5094" 59.63382 10.60598 1 2147
"3934" 59.16678 10.42371 1 1262
"3707" 59.13167 10.9392 1 1057
"2955" 59.04167 9.805393 1 393
"3007" 59.04758 9.780294 1 440
"4774" 59.48485 10.32597 1 1939
"4973" 59.56658 10.23199 1 2088
"5808" 59.8993 10.59586 1 2583
"3239" 59.07601 10.84655 1 655
"4471" 59.31137 10.76771 1 1726
"3737" 59.13583 11.03255 1 1084
"5617" 59.84857 10.64851 1 2428
"2875" 59.02869 10.10371 1 319
"5634" 59.85466 10.52882 1 2441
"3319" 59.08669 10.31213 1 730
"3013" 59.04864 9.685524 1 446
"4759" 59.47884 10.33238 1 1931
"4041" 59.18386 11.09859 1 1354
"4448" 59.29973 10.51946 1 1705
"5411" 59.73478 10.51198 1 2308
"3807" 59.14722 10.42208 1 1149
"3074" 59.05601 11.08532 1 501
"3686" 59.12883 10.28664 1 1039
"3762" 59.14117 11.14464 1 1107
"3233" 59.07563 9.690361 1 649
"3885" 59.15953 10.48023 1 1220
"5033" 59.60388 10.65368 1 2117
"2671" 58.99045 9.683112 1 135
"3881" 59.1592 10.45754 1 1216
"5381" 59.72186 10.2665 1 2283
"4413" 59.27403 10.72586 1 1678
"4928" 59.54909 10.65186 1 2056
"2522" 58.9569 9.628403 1 33
"5064" 59.61807 10.41844 1 2134
"4627" 59.42853 10.49564 1 1846
"4312" 59.2405 10.37731 1 1590
"4667" 59.44329 10.66826 1 1879
"4324" 59.24466 10.7366 1 1602
"3666" 59.12679 11.18206 1 1023
"5595" 59.83788 10.76947 1 2413
"4965" 59.5633 10.40858 1 2083
"3378" 59.09408 10.28373 1 783
"4566" 59.37294 10.65184 1 1803
"4209" 59.21389 10.35922 1 1505
"2998" 59.0469 9.728669 1 432
"4170" 59.2068 10.50169 1 1472
"3812" 59.14777 11.13243 1 1153
"4417" 59.27574 10.4919 1 1682
"4504" 59.32142 10.75251 1 1756
"3450" 59.10249 10.48308 1 848
"5647" 59.85821 10.51259 1 2452
"5409" 59.73396 10.72589 1 2306
"4580" 59.38117 10.65061 1 1813
"4077" 59.19054 10.8871 1 1388
"3601" 59.1194 10.93269 1 976
"4137" 59.20032 11.07412 1 1442
"4799" 59.4951 10.3734 1 1952
"3789" 59.14528 11.18442 1 1131
"4824" 59.50695 10.68229 1 1971
"5368" 59.71593 10.32884 1 2275
"2923" 59.03677 10.05456 1 366
"4982" 59.57098 10.24512 1 2094
"2749" 59.00765 9.791206 1 202
"4361" 59.2562 10.44475 1 1632
"3748" 59.13873 10.36553 1 1095
"5432" 59.74481 10.25709 1 2325
"4176" 59.20833 11.06687 1 1477
"4754" 59.47676 10.62429 1 1928
"4673" 59.44495 10.45516 1 1883
"5657" 59.86028 10.57504 1 2461
"5457" 59.76019 10.58397 1 2346
"5662" 59.86276 10.55525 1 2465
"4510" 59.32362 10.65479 1 1762
"4913" 59.54039 10.38264 1 2044
"5664" 59.86345 10.67028 1 2467
"3354" 59.09111 10.84236 1 760
"4245" 59.22198 10.45787 1 1535
"2864" 59.02732 9.762934 1 308
"4169" 59.20679 10.80589 1 1471
"4024" 59.18131 10.89432 1 1341
"4789" 59.49062 10.67183 1 1947
"4219" 59.2156 10.69732 1 1514
"3115" 59.06148 9.7305 1 539
"3615" 59.12155 11.01962 1 988
"5139" 59.64844 10.39036 1 2159
"3935" 59.16696 10.38425 1 1263
"3190" 59.07067 9.65114 1 609
"3032" 59.05097 9.742855 1 464
"3675" 59.12749 10.23236 1 1031
"3347" 59.09039 11.21385 1 754
"2995" 59.04684 9.64732 1 431
"3751" 59.139 10.28125 1 1097
"3573" 59.11696 11.14478 1 955
"3368" 59.09248 9.695043 1 774
"3919" 59.16441 11.00932 1 1248
"3339" 59.08902 10.91142 1 748
"3429" 59.1002 10.45326 1 828
"5798" 59.89654 10.72322 1 2576
"4379" 59.26208 10.4997 1 1649
"3822" 59.14936 10.94863 1 1161
"2673" 58.99055 9.856193 1 137
"3604" 59.1199 10.45875 1 979
"4738" 59.46996 10.66109 1 1918
"3374" 59.09347 10.39768 1 779
"3486" 59.10658 10.28314 1 879
"4287" 59.23292 10.46336 1 1569
"3423" 59.09938 11.1275 1 823
"4646" 59.43829 10.64674 1 1862
"2739" 59.00626 10.04555 1 194
"2943" 59.03922 9.711764 1 382
"2974" 59.04403 10.89634 1 410
"3250" 59.07776 10.95473 1 664
"5816" 59.90377 10.70195 1 2590
"4131" 59.19964 10.48809 1 1436
"2897" 59.03219 11.00614 1 340
"4213" 59.21459 10.34378 1 1508
"2602" 58.97601 9.870669 1 88
"4375" 59.26078 10.4283 1 1646
"3207" 59.07254 10.30639 1 625
"4087" 59.19138 10.33765 1 1396
"3967" 59.17149 11.01036 1 1290
"3951" 59.16914 10.91666 1 1276
"5075" 59.62385 10.41115 1 2139
"3131" 59.06337 9.699685 1 553
"3092" 59.05833 10.9043 1 517
"2710" 58.99976 9.779244 1 170
"2776" 59.01142 9.819037 1 226
"5585" 59.83211 10.47461 1 2406
"5426" 59.7411 10.58126 1 2320
"2614" 58.97832 10.95202 1 98
"3548" 59.11301 11.01332 1 933
"2814" 59.01875 9.832134 1 262
"5389" 59.72468 10.72915 1 2290
"4866" 59.5255 10.34656 1 2003
"4507" 59.32297 10.67196 1 1759
"4111" 59.19601 11.1506 1 1418
"5384" 59.72345 10.57364 1 2286
"3501" 59.10788 10.88057 1 893
"3787" 59.14507 10.43011 1 1129
"2492" 58.94052 9.612029 1 22
"5291" 59.69291 10.62285 1 2224
"4355" 59.25428 10.3736 1 1627
"3657" 59.12558 9.639093 1 1015
"5170" 59.66009 10.38788 1 2166
"5622" 59.85009 10.68172 1 2432
"3995" 59.17597 10.70868 1 1315
"4776" 59.48646 10.67526 1 1940
"2944" 59.03958 10.14074 1 383
