"lat" "long" "freq" "location"
"3484" 59.106 10.94117 1 877
"4005" 59.17779 10.46691 1 1323
"3597" 59.11902 9.64194 1 974
"2743" 59.00656 11.06037 1 196
"5721" 59.87738 10.7658 1 2514
"3223" 59.07416 11.04324 1 639
"5747" 59.88427 10.62471 1 2534
"4682" 59.44866 10.47107 1 1892
"2708" 58.99965 9.707817 1 168
"4251" 59.22351 10.69541 1 1541
"4401" 59.26894 10.40141 1 1668
"3006" 59.04742 11.11355 1 439
"5514" 59.80223 10.49546 1 2376
"5224" 59.6745 10.59959 1 2184
"3358" 59.09149 11.20372 1 764
"2813" 59.01846 10.18773 1 261
"5451" 59.75455 10.72188 1 2342
"4374" 59.26068 10.44519 1 1645
"4194" 59.21186 10.76059 1 1492
"2987" 59.04548 10.17232 1 423
"2822" 59.02001 9.814775 1 269
"4178" 59.20873 10.56843 1 1478
"4614" 59.42179 10.58677 1 1836
"4387" 59.26425 10.37731 1 1656
"5775" 59.8902 10.7578 1 2555
"3688" 59.12931 10.31965 1 1041
"4336" 59.24751 10.69433 1 1613
"5265" 59.68745 10.41073 1 2209
"3747" 59.13838 10.37809 1 1094
"3036" 59.05143 10.23186 1 468
"3709" 59.13191 10.43845 1 1059
"3254" 59.07828 11.06667 1 668
"4200" 59.2129 11.06182 1 1497
"3534" 59.11117 10.76714 1 921
"4762" 59.48119 10.34926 1 1933
"3140" 59.06459 10.9204 1 562
"3399" 59.09682 10.29087 1 801
"3297" 59.08468 10.26081 1 710
"4421" 59.27794 10.74516 1 1686
"4869" 59.52615 10.6816 1 2006
"4197" 59.21255 10.53003 1 1495
"2861" 59.02659 11.05117 1 305
"4201" 59.21305 10.78304 1 1498
"2881" 59.02909 9.840581 1 325
"5360" 59.71288 10.34813 1 2267
"3196" 59.07169 10.21093 1 615
"2954" 59.04166 10.01809 1 392
"3980" 59.17363 10.48689 1 1302
"4742" 59.47025 10.63296 1 1922
"3189" 59.07055 10.52781 1 608
"3022" 59.04979 10.87637 1 454
"4346" 59.25124 10.72763 1 1621
"2584" 58.97218 9.684314 1 74
"4436" 59.28879 10.6803 1 1697
"3433" 59.10044 10.92486 1 832
"3821" 59.14922 11.01713 1 1160
"5601" 59.84053 10.50234 1 2417
"3376" 59.09393 10.95485 1 781
"4157" 59.20472 10.94363 1 1460
"3203" 59.07218 10.22079 1 622
"3432" 59.10041 10.3034 1 831
"3178" 59.06913 9.719433 1 598
"5692" 59.87025 10.75144 1 2490
"3302" 59.08541 10.94093 1 715
"3283" 59.08223 10.9574 1 696
"5016" 59.59207 10.6518 1 2110
"3956" 59.16988 10.80611 1 1280
"3901" 59.16194 10.32937 1 1233
"2945" 59.0397 10.88314 1 384
"3144" 59.06532 10.92959 1 566
"5733" 59.88076 10.61478 1 2523
"3034" 59.05107 9.775501 1 466
"2983" 59.04518 11.03736 1 419
"4898" 59.53334 10.34275 1 2032
"5307" 59.69632 10.63121 1 2233
"3742" 59.13681 11.05635 1 1089
"3059" 59.05453 10.45006 1 489
"4408" 59.27123 10.4374 1 1674
"4269" 59.22772 10.68444 1 1554
"4133" 59.19999 10.45164 1 1438
"3453" 59.10303 9.702343 1 851
"2634" 58.9841 9.980684 1 111
"5434" 59.74527 10.58278 1 2327
"4716" 59.46193 10.65416 1 1911
"2585" 58.97221 9.986059 1 75
"3304" 59.08551 10.41736 1 716
"4004" 59.17776 10.48409 1 1322
"4015" 59.17951 10.35935 1 1332
"2675" 58.99066 11.06147 1 139
"3930" 59.16624 10.97738 1 1258
"5787" 59.89288 10.5793 1 2567
"3874" 59.15769 11.03486 1 1209
"2481" 58.93563 9.609468 1 18
"5729" 59.88011 10.55372 1 2520
"3361" 59.09186 11.00735 1 767
"5062" 59.61745 10.65279 1 2133
"5172" 59.66137 10.60306 1 2167
"3188" 59.07041 10.96015 1 607
"5641" 59.85625 10.50065 1 2447
"3008" 59.0478 10.26819 1 441
"2832" 59.02193 11.01216 1 278
"3160" 59.06718 11.0384 1 581
"3343" 59.0894 9.610234 1 751
"5711" 59.87616 10.53761 1 2506
"5427" 59.74188 10.72049 1 2321
"3256" 59.07844 9.795122 1 670
"3263" 59.07954 10.39846 1 676
"4029" 59.18202 11.08356 1 1345
"3632" 59.1227 10.42862 1 1001
"3438" 59.10111 10.43295 1 837
"3098" 59.05966 10.2335 1 523
"3625" 59.12224 9.615145 1 997
"2986" 59.04544 10.15201 1 422
"4295" 59.23492 10.75923 1 1576
"4145" 59.20169 10.49749 1 1448
"5128" 59.6461 10.43211 1 2156
"5625" 59.85099 10.58689 1 2435
"5433" 59.74527 10.28687 1 2326
"3056" 59.05399 11.07348 1 486
"4447" 59.29788 10.66605 1 1704
"2555" 58.96648 9.95482 1 52
"4147" 59.20207 10.90195 1 1450
"4320" 59.24416 10.43365 1 1598
"4299" 59.2363 10.42959 1 1578
"2860" 59.02629 10.13007 1 304
"3093" 59.0584 10.9565 1 518
"5180" 59.66513 10.57334 1 2171
"4486" 59.31689 10.52547 1 1739
"3982" 59.17372 11.16197 1 1304
"5781" 59.89109 10.55484 1 2561
"3609" 59.12064 11.21269 1 982
"3912" 59.16388 10.83805 1 1243
"5512" 59.80194 10.60927 1 2374
"4441" 59.29232 10.51059 1 1699
"4488" 59.31704 10.73557 1 1741
"5465" 59.7645 10.51287 1 2353
"2525" 58.96065 9.851513 1 35
"3550" 59.11352 10.44654 1 935
"4955" 59.56078 10.25902 1 2077
"3679" 59.12762 10.44558 1 1034
"2868" 59.02794 11.09334 1 312
"3558" 59.11449 10.35935 1 941
"3505" 59.10872 10.47735 1 896
"4465" 59.30886 10.52758 1 1720
"3961" 59.17055 11.09813 1 1285
"3015" 59.049 10.16404 1 448
"3903" 59.16209 11.02022 1 1235
"4460" 59.30632 10.68178 1 1716
"4618" 59.42474 10.62254 1 1840
"3831" 59.15078 11.1378 1 1170
"3877" 59.15784 10.94763 1 1212
"4883" 59.53048 10.26733 1 2018
"4628" 59.42907 10.47934 1 1847
"2903" 59.03325 9.748414 1 346
"3288" 59.08307 10.84588 1 701
"4476" 59.31306 10.76029 1 1731
"5672" 59.86524 10.74891 1 2475
"5421" 59.73925 10.29402 1 2316
"2843" 59.02344 9.766387 1 289
"3417" 59.09885 9.699792 1 818
"3493" 59.10734 11.11761 1 886
"5545" 59.81771 10.47814 1 2388
"5231" 59.67711 10.3669 1 2189
"3444" 59.10205 10.77087 1 842
"3454" 59.10332 10.42096 1 852
"3911" 59.16368 10.42871 1 1242
"5317" 59.69898 10.29353 1 2240
"3764" 59.14166 10.33454 1 1109
"5753" 59.88573 10.53436 1 2538
"2679" 58.99225 9.758404 1 143
"5538" 59.81399 10.48944 1 2386
"3561" 59.1146 10.46314 1 944
"4636" 59.4339 10.48939 1 1855
"5785" 59.89199 10.53734 1 2565
"2626" 58.98161 9.683868 1 107
"3166" 59.06782 9.696724 1 587
"5605" 59.8417 10.48982 1 2421
"4386" 59.2642 10.74786 1 1655
"3487" 59.10661 10.96395 1 880
"4951" 59.5596 10.64761 1 2074
"4082" 59.19075 10.80224 1 1392
"3298" 59.08469 10.2936 1 711
"4217" 59.21542 10.92059 1 1512
"4466" 59.30899 10.72119 1 1721
"4741" 59.47013 10.33507 1 1921
"5363" 59.71389 10.56228 1 2270
"2566" 58.96909 9.867832 1 60
"5394" 59.72833 10.72511 1 2294
"5613" 59.847 10.77624 1 2425
"3033" 59.05102 10.44301 1 465
"3795" 59.14598 11.15024 1 1137
"5509" 59.79686 10.49746 1 2372
"3483" 59.10579 9.719397 1 876
"3410" 59.09784 11.21953 1 812
"3372" 59.09294 10.83259 1 777
"5250" 59.68298 10.53778 1 2201
"4694" 59.45152 10.37083 1 1902
"4684" 59.44884 10.45379 1 1894
"4918" 59.54362 10.41449 1 2049
"4592" 59.39432 10.47712 1 1822
"2651" 58.98739 9.70299 1 119
"5337" 59.70406 10.28195 1 2249
"2530" 58.96235 9.670639 1 38
"5682" 59.86802 10.65423 1 2482
"5229" 59.67686 10.58685 1 2187
"3329" 59.08803 11.0597 1 738
"4381" 59.26277 10.41382 1 1650
"5644" 59.85739 10.65004 1 2449
"2835" 59.0222 11.03263 1 281
"4247" 59.22291 10.51294 1 1537
"4728" 59.46621 10.35617 1 1916
"5742" 59.88318 10.71485 1 2530
"4977" 59.56861 10.43067 1 2090
"4932" 59.55066 10.41851 1 2060
"5740" 59.88219 10.72417 1 2528
"3224" 59.07427 10.28068 1 640
"3884" 59.15944 10.38607 1 1219
"2821" 59.01994 10.17947 1 268
"4536" 59.33714 10.65913 1 1780
"2512" 58.95123 9.627667 1 29
"2855" 59.02534 11.08725 1 300
"2857" 59.02556 9.804564 1 302
"2984" 59.04535 10.03497 1 420
"5435" 59.74578 10.72031 1 2328
"2598" 58.97433 9.878115 1 86
"5187" 59.66761 10.58901 1 2174
"3001" 59.04707 9.698517 1 435
"2848" 59.02449 11.04482 1 294
"4259" 59.2249 10.45286 1 1546
"2644" 58.98591 9.842855 1 117
"4046" 59.18452 11.01591 1 1359
"4021" 59.18049 11.15478 1 1338
"3855" 59.15546 11.11588 1 1191
"2599" 58.97451 9.827363 1 87
"4687" 59.44975 10.44041 1 1897
"3287" 59.08301 10.30978 1 700
"5324" 59.70084 10.63976 1 2242
"3445" 59.10212 10.95463 1 843
"5588" 59.83303 10.49544 1 2409
"3816" 59.14811 11.20114 1 1156
"2577" 58.97136 10.14453 1 69
"3941" 59.16768 10.35462 1 1267
"5115" 59.64244 10.60677 1 2154
"4934" 59.55141 10.58875 1 2062
"3431" 59.1004 11.20429 1 830
"4722" 59.46443 10.66716 1 1913
"4160" 59.20482 10.36361 1 1463
"4496" 59.31977 10.68108 1 1749
"3278" 59.08179 11.07787 1 691
"4120" 59.1974 10.36323 1 1426
"5018" 59.59339 10.4377 1 2111
"3177" 59.06909 9.793622 1 597
"3096" 59.05955 9.699209 1 521
"3665" 59.12671 10.32511 1 1022
"3808" 59.14753 10.4447 1 1150
"4313" 59.2406 10.43774 1 1591
"2589" 58.97263 9.701207 1 79
"3775" 59.14319 10.35327 1 1119
"3945" 59.16843 10.40334 1 1271
"3754" 59.13924 10.34708 1 1100
"5439" 59.74687 10.27351 1 2331
"5028" 59.60027 10.65136 1 2116
"5764" 59.88763 10.54298 1 2546
"5637" 59.85517 10.49337 1 2444
"3363" 59.09202 11.03073 1 769
"3804" 59.14697 10.91141 1 1146
"5326" 59.70153 10.57138 1 2244
"5345" 59.70625 10.56066 1 2253
"2720" 59.00222 11.08285 1 180
"3824" 59.14984 10.90226 1 1163
"3379" 59.09414 10.43583 1 784
"3900" 59.16158 10.45181 1 1232
"3848" 59.15381 10.90536 1 1184
"3291" 59.08353 10.43492 1 704
"3088" 59.05789 9.644836 1 513
"5395" 59.72861 10.25048 1 2295
"4152" 59.20345 10.764 1 1455
"3524" 59.11039 10.23121 1 911
"4318" 59.24339 10.45486 1 1596
"4863" 59.52503 10.48195 1 2000
"3805" 59.14715 10.34744 1 1147
"4930" 59.54968 10.24289 1 2058
"3745" 59.13786 11.14113 1 1092
"4542" 59.3434 10.72884 1 1784
"3593" 59.11855 10.43059 1 971
"3575" 59.11709 10.36604 1 956
"4914" 59.54125 10.65826 1 2045
"4364" 59.25732 10.42549 1 1635
"4849" 59.5206 10.49366 1 1987
"4889" 59.53125 10.53303 1 2023
"5417" 59.73825 10.219 1 2312
"4821" 59.50511 10.64568 1 1969
"4588" 59.38999 10.64997 1 1819
"4072" 59.18874 10.99205 1 1384
"5103" 59.63813 10.6379 1 2151
"4409" 59.27163 10.745 1 1675
"3062" 59.05521 9.666007 1 492
"4112" 59.19607 10.33566 1 1419
"3025" 59.05018 9.643172 1 457
"4117" 59.19628 10.80755 1 1423
"2498" 58.94543 9.620473 1 25
"4794" 59.4932 10.31495 1 1950
"3079" 59.05654 10.26353 1 505
"2757" 59.00853 10.09408 1 210
"5282" 59.69172 10.59139 1 2220
"5149" 59.65354 10.43565 1 2161
"4656" 59.44072 10.6037 1 1870
"2975" 59.04412 11.06219 1 411
"3735" 59.13549 9.628486 1 1082
"3344" 59.08942 11.00109 1 752
"4214" 59.21461 11.0682 1 1509
"3083" 59.0573 10.27516 1 508
"2893" 59.03142 10.1147 1 336
"5354" 59.71061 10.52972 1 2261
"5041" 59.60717 10.40938 1 2121
"2775" 59.01124 9.792756 1 225
"2590" 58.97286 9.997565 1 80
"3294" 59.08404 11.04047 1 707
"2681" 58.99251 10.0468 1 144
"2754" 59.00812 9.823808 1 207
"4373" 59.26064 10.73852 1 1644
"3336" 59.08883 10.21777 1 745
"4328" 59.24615 10.49826 1 1606
"5797" 59.89564 10.59588 1 2575
"3069" 59.05572 10.99616 1 496
"4400" 59.26884 10.73769 1 1667
"3695" 59.12986 11.22562 1 1047
"2874" 59.02867 9.823416 1 318
"5685" 59.86878 10.76236 1 2485
"4882" 59.53028 10.37404 1 2017
"3845" 59.15356 11.18324 1 1181
"3886" 59.15956 11.10745 1 1221
"3719" 59.13353 9.634432 1 1069
"4411" 59.27254 10.372 1 1676
"5366" 59.71508 10.59463 1 2273
"2883" 59.02926 9.809049 1 327
"4265" 59.22579 10.73686 1 1551
"3351" 59.09084 11.04331 1 757
"4829" 59.5107 10.29205 1 1974
"5675" 59.8666 10.58373 1 2477
"3857" 59.15591 11.14515 1 1193
"2745" 59.00704 9.755296 1 198
"4337" 59.24764 10.42895 1 1614
"4017" 59.17979 10.99928 1 1334
"4108" 59.19563 10.4708 1 1415
"3916" 59.16409 11.11711 1 1246
"4853" 59.52142 10.32459 1 1991
"2957" 59.04181 10.26879 1 395
"3620" 59.12188 10.34993 1 993
"3037" 59.05144 10.96221 1 469
"2229" 58.87748 9.60914 1 5
"5221" 59.67354 10.61937 1 2183
"3757" 59.14016 11.12579 1 1102
"2958" 59.04201 10.22652 1 396
"4517" 59.32681 10.71671 1 1767
"4877" 59.52853 10.36217 1 2012
"2761" 59.00878 10.13236 1 214
"4756" 59.47778 10.34694 1 1930
"3507" 59.10887 10.22424 1 897
"4307" 59.23927 10.45312 1 1586
"2621" 58.98048 9.701996 1 103
"3650" 59.12481 11.18905 1 1012
"5780" 59.89097 10.7264 1 2560
"3576" 59.11711 11.19795 1 957
"3570" 59.11656 10.4181 1 952
"4952" 59.56007 10.42357 1 2075
"5484" 59.77909 10.50155 1 2364
"3120" 59.06226 10.96062 1 544
"4552" 59.35102 10.66004 1 1791
"3467" 59.10446 11.21496 1 863
"2657" 58.98822 10.05 1 123
"4356" 59.25441 10.47815 1 1628
"2839" 59.02269 10.09436 1 285
"4885" 59.53069 10.28102 1 2019
"2712" 58.99995 9.799017 1 172
"4921" 59.54525 10.57522 1 2051
"3915" 59.16392 10.38774 1 1245
"2825" 59.02051 11.08271 1 272
"3777" 59.1434 10.90981 1 1120
"3202" 59.07202 10.51934 1 621
"3121" 59.06248 9.626364 1 545
"3035" 59.05122 9.675177 1 467
"3325" 59.08752 10.43334 1 735
"3390" 59.09584 10.41523 1 793
"2917" 59.03538 10.16611 1 360
"3048" 59.05288 10.15902 1 479
"4503" 59.32103 10.70558 1 1755
"3728" 59.13521 11.10765 1 1076
"4305" 59.23842 10.75947 1 1584
"2532" 58.96331 9.94581 1 39
"5668" 59.8644 10.76156 1 2471
"3355" 59.09122 10.2927 1 761
"4052" 59.18565 11.08125 1 1365
"3818" 59.14838 10.31491 1 1157
"5745" 59.88353 10.59706 1 2532
"3042" 59.05219 9.700328 1 474
"5304" 59.69616 10.39101 1 2230
"3060" 59.05458 9.686158 1 490
"5237" 59.68044 10.57443 1 2193
"5365" 59.71487 10.55535 1 2272
"3756" 59.13981 10.44382 1 1101
"4058" 59.18679 10.52983 1 1371
"2697" 58.9966 9.734443 1 158
"5633" 59.85431 10.54283 1 2440
"3924" 59.1656 10.37771 1 1253
"3815" 59.14804 10.3677 1 1155
"4665" 59.44325 10.43063 1 1877
"4931" 59.55028 10.39413 1 2059
"2744" 59.00664 10.03442 1 197
"4535" 59.33654 10.72735 1 1779
"4315" 59.24166 10.6998 1 1593
"2819" 59.01942 10.12993 1 266
"5196" 59.66884 10.57872 1 2178
"2548" 58.96545 9.703263 1 48
"3594" 59.11864 11.01223 1 972
"4500" 59.32015 10.64098 1 1752
"4059" 59.18691 10.35917 1 1372
"4626" 59.42772 10.4662 1 1845
"2684" 58.99315 9.79668 1 147
"2700" 58.99771 11.04507 1 161
"3289" 59.08316 10.27986 1 702
"4056" 59.18633 11.18527 1 1369
"5671" 59.86514 10.78195 1 2474
"3051" 59.05317 9.792526 1 482
"3134" 59.06398 10.45003 1 556
"4190" 59.21108 10.5471 1 1489
"5430" 59.74352 10.23895 1 2323
"4611" 59.41844 10.59813 1 1833
"3205" 59.07245 10.25945 1 624
"2977" 59.04438 9.745366 1 413
"4044" 59.18416 10.33222 1 1357
"3455" 59.10336 10.44295 1 853
"3133" 59.06379 10.39635 1 555
"4007" 59.17819 10.33302 1 1325
"5308" 59.69636 10.5245 1 2234
"3971" 59.17213 11.11101 1 1294
"3276" 59.08062 10.98627 1 689
"5738" 59.88184 10.52019 1 2526
"3793" 59.14565 11.21282 1 1135
"2771" 59.0103 10.08681 1 221
"4478" 59.31463 10.68215 1 1733
"3107" 59.06041 9.633643 1 531
"3964" 59.17141 10.41005 1 1287
"3520" 59.11017 10.41931 1 907
"3866" 59.15685 10.82905 1 1202
"3598" 59.11923 10.85355 1 975
"2707" 58.99962 11.07826 1 167
"4195" 59.21192 10.4561 1 1493
"3273" 59.08047 10.93834 1 686
"2682" 58.99272 9.712387 1 145
"3525" 59.11045 9.71042 1 912
"4489" 59.3178 10.79051 1 1742
"4943" 59.55547 10.27503 1 2069
"3674" 59.12741 11.10425 1 1030
"4089" 59.19164 11.07864 1 1398
"4281" 59.23153 10.74682 1 1563
"3186" 59.07011 10.85704 1 605
"5264" 59.6862 10.6191 1 2208
"2780" 59.01188 10.10774 1 229
"4188" 59.21056 10.78893 1 1487
"3021" 59.04975 11.10168 1 453
"2654" 58.98782 9.664393 1 121
"4901" 59.53642 10.65849 1 2034
"4830" 59.51087 10.63485 1 1975
"4922" 59.54662 10.39144 1 2052
"2559" 58.96812 9.708899 1 55
"4539" 59.33982 10.74686 1 1782
"4258" 59.22483 10.68771 1 1545
"2627" 58.98179 10.96191 1 108
"4948" 59.55778 10.24362 1 2072
"2938" 59.03885 10.12646 1 378
"3352" 59.09103 11.01591 1 758
"3161" 59.06726 10.30236 1 582
"3243" 59.07724 9.696002 1 658
"3738" 59.13596 10.92529 1 1085
"3247" 59.07752 11.05819 1 661
"2942" 59.03919 10.9599 1 381
"2930" 59.03753 11.06101 1 371
"5423" 59.74043 10.21407 1 2317
"3476" 59.10547 10.84287 1 870
"5351" 59.71043 10.36198 1 2258
"3870" 59.15701 10.32396 1 1206
"2570" 58.96991 9.658001 1 63
"4761" 59.47973 10.68561 1 1932
"4858" 59.52331 10.67501 1 1996
"2496" 58.94255 9.617405 1 24
"4101" 59.19434 10.77226 1 1409
"3662" 59.12653 10.22275 1 1019
"4232" 59.21886 10.51421 1 1525
"2935" 59.0382 10.03918 1 375
"2884" 59.02928 10.99844 1 328
"5183" 59.66615 10.38182 1 2173
"3024" 59.05012 9.795678 1 456
"3705" 59.1315 10.92823 1 1056
"3176" 59.06893 9.629705 1 596
"4664" 59.44303 10.43979 1 1876
"5004" 59.58626 10.39248 1 2104
"4060" 59.1871 10.86368 1 1373
"4088" 59.19159 10.81019 1 1397
"3579" 59.11761 10.35749 1 959
"4498" 59.32001 10.77791 1 1751
"4431" 59.28386 10.67627 1 1693
"4459" 59.30608 10.72834 1 1715
"3860" 59.1561 10.82203 1 1196
"4218" 59.21554 10.70857 1 1513
"3405" 59.09746 10.95081 1 807
"4710" 59.45966 10.61836 1 1909
"5446" 59.75064 10.26629 1 2338
"4282" 59.23168 10.70182 1 1564
"5702" 59.87353 10.59668 1 2499
"3244" 59.07731 10.45189 1 659
"2794" 59.01446 10.10391 1 243
"5459" 59.76125 10.50237 1 2348
"4070" 59.1886 10.97878 1 1382
"3335" 59.08872 10.42273 1 744
"2774" 59.01122 10.14068 1 224
"3897" 59.16145 10.82401 1 1229
"3875" 59.15772 10.33228 1 1210
"4230" 59.21799 10.91471 1 1523
"2967" 59.04379 10.93102 1 404
"3607" 59.12037 10.27062 1 981
"4576" 59.3787 10.66185 1 1810
"3019" 59.04927 11.0723 1 451
"3157" 59.06688 10.98679 1 578
"3127" 59.06278 10.43761 1 551
"2796" 59.01469 11.0649 1 245
"2915" 59.03527 10.06636 1 358
"4164" 59.20538 10.33877 1 1466
"5568" 59.82671 10.50785 1 2397
"3168" 59.06802 10.46844 1 589
"3209" 59.07287 10.46403 1 627
"4340" 59.24914 10.44717 1 1616
"5687" 59.86891 10.77579 1 2486
"4009" 59.17872 10.89798 1 1327
"4572" 59.37677 10.51861 1 1807
"3701" 59.13072 10.31062 1 1052
"5522" 59.80747 10.48706 1 2381
"3012" 59.04862 10.89345 1 445
"3546" 59.11284 10.91992 1 931
"2804" 59.01642 11.10969 1 252
"2899" 59.03232 11.10732 1 342
"2691" 58.99447 11.03637 1 152
"5762" 59.88705 10.76031 1 2544
"2719" 59.00218 9.772205 1 179
"5401" 59.73105 10.22647 1 2299
"5670" 59.8646 10.58859 1 2473
"2817" 59.01912 10.09707 1 264
"3700" 59.13061 11.09829 1 1051
"4555" 59.35756 10.67107 1 1794
"4023" 59.18124 10.95102 1 1340
"4371" 59.26023 10.49037 1 1642
"4283" 59.23171 10.38577 1 1565
"3785" 59.14476 10.49322 1 1127
"5410" 59.73401 10.58617 1 2307
"5413" 59.73629 10.29198 1 2309
"4362" 59.25646 10.38398 1 1633
"5268" 59.68831 10.52944 1 2211
"4648" 59.43835 10.38371 1 1864
"3893" 59.16063 10.98251 1 1225
"2783" 59.01249 9.829324 1 232
"4083" 59.19105 10.78925 1 1393
"3478" 59.10549 10.48529 1 872
"4109" 59.19568 10.57563 1 1416
"3439" 59.10166 10.78422 1 838
"5784" 59.89198 10.72053 1 2564
"4144" 59.20169 10.7953 1 1447
"4013" 59.17939 10.45896 1 1330
"3724" 59.13441 11.04373 1 1073
"2908" 59.03405 9.830985 1 351
"3364" 59.09208 10.41087 1 770
"3270" 59.08009 10.87784 1 683
"2568" 58.96977 9.926952 1 62
"3473" 59.10507 10.95275 1 868
"5455" 59.75829 10.712 1 2344
"5769" 59.88836 10.75036 1 2551
"4873" 59.52728 10.33814 1 2008
"5182" 59.66553 10.43887 1 2172
"4248" 59.22318 10.74011 1 1538
"2567" 58.96931 9.835218 1 61
"2342" 58.89988 9.647712 1 11
"4289" 59.23347 10.3779 1 1570
"3422" 59.0993 10.24797 1 822
"3580" 59.11773 10.46732 1 960
"3944" 59.16838 10.95132 1 1270
"3624" 59.1222 11.07316 1 996
"3227" 59.07481 10.88684 1 643
"3589" 59.11823 11.13879 1 967
"3461" 59.10415 10.86249 1 858
"2538" 58.96435 9.677107 1 43
"4383" 59.2639 10.7871 1 1652
"4114" 59.19621 11.17902 1 1421
"3322" 59.08683 10.45199 1 732
"3216" 59.07336 10.88141 1 633
"4653" 59.43984 10.46526 1 1867
"2738" 59.00574 9.706355 1 193
"3307" 59.0859 10.95496 1 719
"3164" 59.06754 10.25986 1 585
"2856" 59.0254 11.07924 1 301
"5690" 59.86988 10.54571 1 2489
"4378" 59.26147 10.4084 1 1648
"3838" 59.15203 11.03065 1 1175
"5583" 59.83141 10.76726 1 2405
"3338" 59.089 9.800826 1 747
"5387" 59.72424 10.30509 1 2288
"3592" 59.11842 9.647741 1 970
"3428" 59.10013 10.23682 1 827
"3039" 59.0518 10.16871 1 471
"4514" 59.3252 10.64676 1 1765
"2670" 58.99019 9.688976 1 134
"3849" 59.15397 11.03841 1 1185
"4492" 59.31853 10.75072 1 1745
"4467" 59.3091 10.69033 1 1722
"4002" 59.17705 10.96826 1 1320
"3683" 59.12782 10.35707 1 1037
"5789" 59.89363 10.5489 1 2569
"4632" 59.43101 10.652 1 1851
"3567" 59.11614 10.29227 1 950
"4234" 59.21935 10.78405 1 1527
"3125" 59.06264 9.720869 1 549
"4690" 59.45021 10.40662 1 1899
"3163" 59.06741 9.748514 1 584
"3392" 59.09591 10.77683 1 795
"5214" 59.67201 10.37797 1 2181
"5059" 59.61647 10.41344 1 2130
"2847" 59.02432 11.1099 1 293
"5835" 59.91675 10.66051 1 2602
"4186" 59.21047 10.90714 1 1485
"5683" 59.86807 10.50477 1 2483
"4279" 59.23082 10.7686 1 1561
"5316" 59.69887 10.53917 1 2239
"4301" 59.23728 10.43508 1 1580
"4544" 59.34424 10.65833 1 1786
"5667" 59.86387 10.54496 1 2470
"3966" 59.17147 10.71515 1 1289
"3175" 59.0689 10.42515 1 595
"3185" 59.06989 9.730012 1 604
"5294" 59.69423 10.60417 1 2227
"3939" 59.16716 10.33372 1 1265
"3447" 59.10224 10.47492 1 845
"3878" 59.15855 10.44234 1 1213
"3827" 59.15043 10.99006 1 1166
"5697" 59.87181 10.50709 1 2495
"4204" 59.21332 10.53769 1 1501
"3234" 59.07573 10.42852 1 650
"2346" 58.90047 9.639551 1 12
"5823" 59.90855 10.70876 1 2596
"2748" 59.00746 9.773983 1 201
"2946" 59.03975 9.740994 1 385
"5577" 59.82981 10.69562 1 2402
"3556" 59.11401 10.87229 1 939
"2733" 59.00497 11.04089 1 189
"2513" 58.95154 9.618127 1 30
"4642" 59.43716 10.65918 1 1860
"5290" 59.6929 10.52176 1 2223
"5803" 59.89883 10.60638 1 2579
"2562" 58.96844 10.14743 1 58
"2921" 59.03617 10.95544 1 364
"4978" 59.56901 10.6109 1 2091
"3988" 59.17461 10.90578 1 1308
"3136" 59.06413 10.42007 1 558
"3082" 59.05729 10.92383 1 507
"3028" 59.05047 11.06087 1 460
"4807" 59.49781 10.37715 1 1957
"2865" 59.02757 9.754534 1 309
"5826" 59.91023 10.72976 1 2598
"4141" 59.2012 10.45846 1 1444
"3009" 59.04807 10.87107 1 442
"3543" 59.11277 10.46754 1 928
"4583" 59.3859 10.52503 1 1816
"4579" 59.38115 10.51676 1 1812
"2787" 59.01366 9.775117 1 236
"4016" 59.17956 11.00756 1 1333
"5727" 59.87931 10.71953 1 2518
"5821" 59.9063 10.74641 1 2594
"3998" 59.17655 10.96242 1 1317
"4896" 59.53277 10.52817 1 2030
"2866" 59.02764 9.731415 1 310
"3800" 59.14662 11.12429 1 1142
"3948" 59.16887 10.44399 1 1273
"2192" 58.86999 9.609336 1 2
"4130" 59.19905 10.89743 1 1435
"2834" 59.02198 11.01775 1 280
"2593" 58.97347 9.654992 1 83
"2831" 59.02189 10.20044 1 277
"3508" 59.109 10.76347 1 898
"4999" 59.58328 10.39238 1 2102
"2686" 58.99332 9.80804 1 148
"3293" 59.08354 10.42218 1 706
"2828" 59.02114 11.08902 1 274
"3854" 59.15479 10.48257 1 1190
"4827" 59.50951 10.67975 1 1973
"4249" 59.22323 10.77396 1 1539
"4811" 59.50043 10.66689 1 1961
"4633" 59.43104 10.48962 1 1852
"3669" 59.12686 11.0834 1 1026
"5802" 59.89723 10.75219 1 2578
"3651" 59.12519 10.43474 1 1013
"3718" 59.1335 11.17638 1 1068
"5597" 59.83846 10.49844 1 2415
"4820" 59.50509 10.66183 1 1968
"2886" 59.03002 10.98872 1 330
"3387" 59.09494 11.00359 1 790
"2990" 59.04616 11.04255 1 426
"3228" 59.07483 10.21752 1 644
"4902" 59.53713 10.54438 1 2035
"3834" 59.15136 11.02079 1 1172
"3342" 59.08917 10.9059 1 750
"3456" 59.10354 10.83881 1 854
"2898" 59.03222 10.02083 1 341
"4349" 59.25186 10.3822 1 1623
"2683" 58.99289 9.671732 1 146
"5476" 59.7765 10.70924 1 2362
"3350" 59.0908 10.39587 1 756
"3952" 59.16921 10.8264 1 1277
